time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,"city,region",dist_se,city,country
2010-01-15 21:04:47.270000+00:00,18.123,-72.285,10.0,4.6,mb,74.0,51.1,,1.27,us,usp000h663,2014-11-07 01:40:28.382000+00:00,"12 km SSE of Marigot, Haiti",earthquake,,,,12.0,reviewed,us,us," Marigot, Haiti",12.0,Marigot,Haiti
2010-01-15 20:04:12.020000+00:00,18.493,-72.828,10.0,4.6,mb,122.0,22.6,,0.91,us,usp000h661,2014-11-07 01:40:28.368000+00:00,"7 km NNE of Tigwav, Haiti",earthquake,,,,53.0,reviewed,us,us," Tigwav, Haiti",7.0,Tigwav,Haiti
2010-01-15 13:41:42.030000+00:00,18.338,-72.818,10.0,4.6,mb,73.0,36.5,,0.9,us,usp000h65j,2014-11-07 01:40:28.251000+00:00,"10 km SSW of Grangwav, Haiti",earthquake,,,,16.0,reviewed,us,us," Grangwav, Haiti",10.0,Grangwav,Haiti
2010-01-15 13:12:51.870000+00:00,18.431,-72.793,10.0,4.0,mb,17.0,100.9,,1.24,us,usp000h65f,2014-11-07 01:40:28.243000+00:00,"2 km WNW of Grangwav, Haiti",earthquake,,,,1.0,reviewed,us,us," Grangwav, Haiti",2.0,Grangwav,Haiti
2010-01-15 08:56:04.890000+00:00,18.411,-72.817,10.0,4.6,mb,135.0,49.3,,1.03,us,usp000h64z,2014-11-07 01:40:28.152000+00:00,"5 km WSW of Grangwav, Haiti",earthquake,,,,78.0,reviewed,us,us," Grangwav, Haiti",5.0,Grangwav,Haiti
2010-01-15 01:50:33.640000+00:00,18.327,-72.938,10.0,4.0,mb,20.0,95.7,,0.97,us,usp000h64f,2014-11-07 01:40:28.088000+00:00,"13 km SSW of Tigwav, Haiti",earthquake,,,,8.0,reviewed,us,us," Tigwav, Haiti",13.0,Tigwav,Haiti
2010-01-14 20:31:39.130000+00:00,18.394,-72.872,10.0,4.1,mb,31.0,49.4,,1.04,us,usp000h647,2014-11-07 01:40:27.944000+00:00,"4 km S of Tigwav, Haiti",earthquake,,,,2.0,reviewed,us,us," Tigwav, Haiti",4.0,Tigwav,Haiti
2010-01-14 12:39:03.220000+00:00,18.376,-72.737,10.0,4.8,mb,129.0,36.3,,1.03,us,usp000h63t,2014-11-07 01:40:27.738000+00:00,"6 km SSE of Grangwav, Haiti",earthquake,,,,72.0,reviewed,us,us," Grangwav, Haiti",6.0,Grangwav,Haiti
2010-01-14 10:32:28.580000+00:00,18.434,-72.771,10.0,4.5,mb,52.0,49.1,,1.4,us,usp000h63m,2014-11-07 01:40:27.719000+00:00,"0 km N of Grangwav, Haiti",earthquake,,,,18.0,reviewed,us,us," Grangwav, Haiti",0.0,Grangwav,Haiti
2010-01-14 06:02:05.700000+00:00,18.477,-73.371,10.0,4.0,mb,34.0,48.5,,1.12,us,usp000h63b,2014-11-07 01:40:27.655000+00:00,"3 km SW of Anse-à-Veau, Haiti",earthquake,,,,4.0,reviewed,us,us," Anse-à-Veau, Haiti",3.0,Anse-à-Veau,Haiti
2010-01-14 05:03:06.510000+00:00,18.506,-72.873,10.0,4.2,mb,51.0,56.3,,0.74,us,usp000h63a,2014-11-07 01:40:27.650000+00:00,"8 km N of Tigwav, Haiti",earthquake,,,,13.0,reviewed,us,us," Tigwav, Haiti",8.0,Tigwav,Haiti
2010-01-14 03:03:18.830000+00:00,18.426,-72.808,10.0,4.1,mb,28.0,49.8,,1.11,us,usp000h637,2014-11-07 01:40:27.621000+00:00,"4 km W of Grangwav, Haiti",earthquake,,,,4.0,reviewed,us,us," Grangwav, Haiti",4.0,Grangwav,Haiti
2010-01-13 22:21:13.310000+00:00,18.363,-72.581,10.0,4.9,mb,259.0,24.0,,1.04,us,usp000h632,2014-11-07 01:40:27.571000+00:00,"15 km NNW of Jacmel, Haiti",earthquake,,,,114.0,reviewed,us,us," Jacmel, Haiti",15.0,Jacmel,Haiti
2010-01-13 21:26:16.380000+00:00,18.492,-72.495,10.0,4.9,mb,177.0,36.8,,0.76,us,usp000h630,2014-11-07 01:40:27.551000+00:00,"6 km SSE of Gressier, Haiti",earthquake,,,,77.0,reviewed,us,us," Gressier, Haiti",6.0,Gressier,Haiti
2010-01-13 18:54:16.600000+00:00,18.412,-72.579,10.0,4.5,mb,82.0,23.8,,0.86,us,usp000h62y,2014-11-07 01:40:27.536000+00:00,"12 km SSE of Léogâne, Haiti",earthquake,,,,23.0,reviewed,us,us," Léogâne, Haiti",12.0,Léogâne,Haiti
2010-01-13 14:43:44.730000+00:00,18.44,-72.928,10.0,5.1,mwc,254.0,23.0,,0.93,us,usp000h62s,2022-07-16 00:08:00.664000+00:00,"6 km W of Tigwav, Haiti",earthquake,,,,,reviewed,us,gcmt," Tigwav, Haiti",6.0,Tigwav,Haiti
2010-01-13 12:53:47.220000+00:00,18.395,-72.816,10.0,4.2,mb,35.0,51.9,,1.02,us,usp000h62r,2014-11-07 01:40:27.459000+00:00,"5 km SW of Grangwav, Haiti",earthquake,,,,6.0,reviewed,us,us," Grangwav, Haiti",5.0,Grangwav,Haiti
2010-01-13 12:28:24.730000+00:00,18.407,-72.806,10.0,4.5,mb,36.0,49.3,,0.83,us,usp000h62n,2014-11-07 01:40:27.441000+00:00,"4 km WSW of Grangwav, Haiti",earthquake,,,,1.0,reviewed,us,us," Grangwav, Haiti",4.0,Grangwav,Haiti
2010-01-13 07:23:03.780000+00:00,18.381,-72.836,10.0,4.9,mb,110.0,42.3,,0.92,us,usp000h629,2014-11-07 01:40:27.380000+00:00,"6 km SSE of Tigwav, Haiti",earthquake,,,,50.0,reviewed,us,us," Tigwav, Haiti",6.0,Tigwav,Haiti
2010-01-13 06:58:25.920000+00:00,18.417,-72.904,10.0,4.6,mb,56.0,47.4,,0.96,us,usp000h627,2014-11-07 01:40:27.372000+00:00,"4 km WSW of Tigwav, Haiti",earthquake,,,,8.0,reviewed,us,us," Tigwav, Haiti",4.0,Tigwav,Haiti
2010-01-13 06:48:03.360000+00:00,18.418,-72.871,10.0,4.5,mb,55.0,49.2,,0.98,us,usp000h626,2014-11-07 01:40:27.368000+00:00,"1 km SSW of Tigwav, Haiti",earthquake,,,,15.0,reviewed,us,us," Tigwav, Haiti",1.0,Tigwav,Haiti
2010-01-13 06:24:15.940000+00:00,18.373,-72.875,10.0,4.6,mb,90.0,24.9,,0.93,us,usp000h623,2014-11-07 01:40:27.355000+00:00,"6 km S of Tigwav, Haiti",earthquake,,,,33.0,reviewed,us,us," Tigwav, Haiti",6.0,Tigwav,Haiti
2010-01-13 05:49:22.680000+00:00,18.4,-72.966,10.0,4.6,mb,76.0,49.3,,1.13,us,usp000h622,2014-11-07 01:40:27.267000+00:00,"11 km WSW of Tigwav, Haiti",earthquake,,,,27.0,reviewed,us,us," Tigwav, Haiti",11.0,Tigwav,Haiti
2010-01-13 05:24:02.190000+00:00,18.46,-72.816,10.0,4.8,mb,119.0,49.6,,0.92,us,usp000h621,2014-11-07 01:40:27.257000+00:00,"6 km ENE of Tigwav, Haiti",earthquake,,,,50.0,reviewed,us,us," Tigwav, Haiti",6.0,Tigwav,Haiti
2010-01-13 05:18:02.440000+00:00,18.319,-72.887,10.0,5.2,mwc,253.0,25.1,,0.92,us,usp000h620,2022-05-02 21:33:33.975000+00:00,"12 km S of Tigwav, Haiti",earthquake,,,,,reviewed,us,gcmt," Tigwav, Haiti",12.0,Tigwav,Haiti
2010-01-13 04:37:50.890000+00:00,18.465,-72.777,10.0,4.5,mb,47.0,48.7,,1.35,us,usp000h61x,2014-11-07 01:40:27.192000+00:00,"4 km N of Grangwav, Haiti",earthquake,,,,13.0,reviewed,us,us," Grangwav, Haiti",4.0,Grangwav,Haiti
2010-01-13 04:29:49.020000+00:00,18.446,-72.941,10.0,4.5,mb,27.0,66.1,,1.08,us,usp000h61v,2014-11-07 01:40:27.186000+00:00,"8 km WNW of Tigwav, Haiti",earthquake,,,,5.0,reviewed,us,us," Tigwav, Haiti",8.0,Tigwav,Haiti
2010-01-13 03:53:49.370000+00:00,18.435,-72.9,10.0,4.0,mb,26.0,73.1,,0.98,us,usp000h61t,2014-11-07 01:40:27.179000+00:00,"3 km W of Tigwav, Haiti",earthquake,,,,2.0,reviewed,us,us," Tigwav, Haiti",3.0,Tigwav,Haiti
2010-01-13 03:31:57.190000+00:00,18.323,-72.871,10.0,4.7,mb,164.0,25.1,,0.86,us,usp000h61r,2014-11-07 01:40:27.137000+00:00,"11 km S of Tigwav, Haiti",earthquake,,,,92.0,reviewed,us,us," Tigwav, Haiti",11.0,Tigwav,Haiti
2010-01-13 03:17:11.500000+00:00,18.414,-72.958,10.0,4.6,mb,117.0,49.2,,1.0,us,usp000h61q,2014-11-07 01:40:27.127000+00:00,"9 km W of Tigwav, Haiti",earthquake,,,,64.0,reviewed,us,us," Tigwav, Haiti",9.0,Tigwav,Haiti
2010-01-13 03:13:26.870000+00:00,18.542,-72.636,10.0,4.0,ml,19.0,84.4,,0.97,us,usp000h61p,2014-11-07 01:40:27.124000+00:00,"3 km N of Léogâne, Haiti",earthquake,,,,,reviewed,us,us," Léogâne, Haiti",3.0,Léogâne,Haiti
2010-01-13 02:54:19.140000+00:00,18.426,-72.921,10.0,4.4,mb,134.0,49.1,,1.0,us,usp000h61n,2014-11-07 01:40:27.112000+00:00,"5 km W of Tigwav, Haiti",earthquake,,,,71.0,reviewed,us,us," Tigwav, Haiti",5.0,Tigwav,Haiti
2010-01-13 02:43:47.160000+00:00,18.469,-72.962,10.0,4.7,mb,169.0,24.6,,0.98,us,usp000h61m,2014-11-07 01:40:27.099000+00:00,"11 km WNW of Tigwav, Haiti",earthquake,,,,90.0,reviewed,us,us," Tigwav, Haiti",11.0,Tigwav,Haiti
2010-01-13 02:26:33.670000+00:00,18.443,-72.828,10.0,4.7,mb,156.0,49.0,,0.94,us,usp000h61k,2014-11-07 01:40:27.086000+00:00,"4 km ENE of Tigwav, Haiti",earthquake,,,,91.0,reviewed,us,us," Tigwav, Haiti",4.0,Tigwav,Haiti
2010-01-13 02:24:17.630000+00:00,18.3,-72.946,10.0,4.2,mb,32.0,56.0,,0.99,us,usp000h61j,2014-11-07 01:40:27.081000+00:00,"13 km NNE of Kotdefè, Haiti",earthquake,,,,10.0,reviewed,us,us," Kotdefè, Haiti",13.0,Kotdefè,Haiti
2010-01-13 02:17:56.270000+00:00,18.513,-72.937,10.0,4.6,mb,142.0,24.4,,1.11,us,usp000h61h,2014-11-07 01:40:27.068000+00:00,"11 km NW of Tigwav, Haiti",earthquake,,,,82.0,reviewed,us,us," Tigwav, Haiti",11.0,Tigwav,Haiti
2010-01-13 02:11:30.680000+00:00,18.402,-73.037,10.0,5.0,mb,229.0,26.8,,1.16,us,usp000h61g,2014-11-07 01:40:27.049000+00:00,"7 km SE of Miragoâne, Haiti",earthquake,,,,128.0,reviewed,us,us," Miragoâne, Haiti",7.0,Miragoâne,Haiti
2010-01-13 01:57:34.550000+00:00,18.393,-72.884,10.0,5.4,mwc,325.0,22.6,,0.88,us,usp000h61f,2022-05-02 21:33:28.846000+00:00,"4 km SSW of Tigwav, Haiti",earthquake,,,,,reviewed,us,gcmt," Tigwav, Haiti",4.0,Tigwav,Haiti
2010-01-13 01:55:16+00:00,18.337,-72.842,10.0,5.1,mwc,201.0,25.2,,1.01,us,usp000h61e,2022-05-02 19:49:52.257000+00:00,"10 km SSE of Tigwav, Haiti",earthquake,,,,,reviewed,us,gcmt," Tigwav, Haiti",10.0,Tigwav,Haiti
2010-01-13 01:50:00.040000+00:00,18.432,-72.879,10.0,4.3,mb,80.0,49.0,,0.83,us,usp000h61d,2014-11-07 01:40:27.002000+00:00,"1 km W of Tigwav, Haiti",earthquake,,,,39.0,reviewed,us,us," Tigwav, Haiti",1.0,Tigwav,Haiti
2010-01-13 01:36:31.370000+00:00,18.404,-72.826,10.0,5.6,mwc,301.0,26.8,,0.93,us,usp000h61c,2022-05-02 21:33:22.592000+00:00,"5 km SE of Tigwav, Haiti",earthquake,,,,,reviewed,us,gcmt," Tigwav, Haiti",5.0,Tigwav,Haiti
2010-01-13 01:32:44.220000+00:00,18.42,-72.861,10.0,5.6,mwc,305.0,22.6,,1.0,us,usp000h61b,2022-05-02 21:33:20.838000+00:00,"1 km SSE of Tigwav, Haiti",earthquake,,,,,reviewed,us,gcmt," Tigwav, Haiti",1.0,Tigwav,Haiti
2010-01-13 01:24:31.990000+00:00,18.47,-72.818,10.0,4.6,mb,81.0,48.7,,0.99,us,usp000h61a,2014-11-07 01:40:26.929000+00:00,"6 km NE of Tigwav, Haiti",earthquake,,,,37.0,reviewed,us,us," Tigwav, Haiti",6.0,Tigwav,Haiti
2010-01-13 01:16:50.980000+00:00,18.425,-72.814,10.0,5.1,mb,230.0,22.6,,1.11,us,usp000h619,2014-11-07 01:40:26.901000+00:00,"4 km W of Grangwav, Haiti",earthquake,,,,129.0,reviewed,us,us," Grangwav, Haiti",4.0,Grangwav,Haiti
2010-01-13 01:14:53.790000+00:00,18.45,-72.935,10.0,4.4,mb,42.0,48.9,,1.04,us,usp000h618,2014-11-07 01:40:26.897000+00:00,"7 km WNW of Tigwav, Haiti",earthquake,,,,7.0,reviewed,us,us," Tigwav, Haiti",7.0,Tigwav,Haiti
2010-01-13 01:08:42.450000+00:00,18.007,-73.013,10.0,4.2,mb,14.0,60.5,,0.94,us,usp000h617,2014-11-07 01:40:26.895000+00:00,"20 km S of Kotdefè, Haiti",earthquake,,,,5.0,reviewed,us,us," Kotdefè, Haiti",20.0,Kotdefè,Haiti
2010-01-13 01:05:48.610000+00:00,18.539,-72.649,10.0,4.5,mb,86.0,23.5,,1.15,us,usp000h616,2014-11-07 01:40:26.889000+00:00,"3 km NNW of Léogâne, Haiti",earthquake,,,,39.0,reviewed,us,us," Léogâne, Haiti",3.0,Léogâne,Haiti
2010-01-13 00:59:05.050000+00:00,18.354,-72.807,10.0,5.2,mwc,191.0,25.6,,1.03,us,usp000h614,2022-05-02 21:33:19.859000+00:00,"8 km SSW of Grangwav, Haiti",earthquake,,,,,reviewed,us,gcmt," Grangwav, Haiti",8.0,Grangwav,Haiti
2010-01-13 00:43:27.280000+00:00,18.482,-72.469,10.0,5.0,mb,258.0,22.7,,0.89,us,usp000h612,2022-07-16 00:06:19.164000+00:00,"8 km SE of Gressier, Haiti",earthquake,,,,123.0,reviewed,us,us," Gressier, Haiti",8.0,Gressier,Haiti
2010-01-13 00:42:48.990000+00:00,18.472,-72.918,11.9,4.3,mb,45.0,63.6,,0.91,us,usp000h611,2014-11-07 01:40:26.845000+00:00,"7 km NW of Tigwav, Haiti",earthquake,,14.6,,16.0,reviewed,us,us," Tigwav, Haiti",7.0,Tigwav,Haiti
2010-01-13 00:23:55.580000+00:00,18.394,-72.662,10.0,4.2,mb,39.0,31.0,,1.02,us,usp000h610,2014-11-07 01:40:26.841000+00:00,"11 km ESE of Grangwav, Haiti",earthquake,,,,2.0,reviewed,us,us," Grangwav, Haiti",11.0,Grangwav,Haiti
2010-01-13 00:23:13.200000+00:00,18.499,-72.792,10.0,4.5,mb,20.0,56.1,,0.57,us,usp000h60z,2014-11-07 01:40:26.839000+00:00,"8 km NNW of Grangwav, Haiti",earthquake,,,,3.0,reviewed,us,us," Grangwav, Haiti",8.0,Grangwav,Haiti
2010-01-13 00:10:19.150000+00:00,18.488,-72.644,10.0,4.3,mb,34.0,51.2,,0.79,us,usp000h60y,2014-11-07 01:40:26.835000+00:00,"2 km SSW of Léogâne, Haiti",earthquake,,,,4.0,reviewed,us,us," Léogâne, Haiti",2.0,Léogâne,Haiti
2010-01-12 23:47:38.100000+00:00,18.423,-72.861,10.0,4.5,mb,42.0,48.9,,0.99,us,usp000h60x,2014-11-07 01:40:26.831000+00:00,"1 km SSE of Tigwav, Haiti",earthquake,,,,4.0,reviewed,us,us," Tigwav, Haiti",1.0,Tigwav,Haiti
2010-01-12 23:35:39.210000+00:00,18.382,-72.868,10.0,4.6,mb,60.0,25.3,,1.15,us,usp000h60w,2014-11-07 01:40:26.826000+00:00,"5 km S of Tigwav, Haiti",earthquake,,,,17.0,reviewed,us,us," Tigwav, Haiti",5.0,Tigwav,Haiti
2010-01-12 23:27:36.860000+00:00,18.542,-72.768,10.0,4.7,mb,81.0,42.4,,0.96,us,usp000h60v,2014-11-07 01:40:26.819000+00:00,"12 km N of Grangwav, Haiti",earthquake,,,,28.0,reviewed,us,us," Grangwav, Haiti",12.0,Grangwav,Haiti
2010-01-12 23:07:03.740000+00:00,18.522,-72.585,10.0,4.6,mb,30.0,50.9,,1.12,us,usp000h60r,2014-11-07 01:40:26.784000+00:00,"5 km ENE of Léogâne, Haiti",earthquake,,,,2.0,reviewed,us,us," Léogâne, Haiti",5.0,Léogâne,Haiti
2010-01-12 22:09:11.620000+00:00,18.446,-72.642,10.0,4.1,mb,22.0,54.9,,1.07,us,usp000h60m,2014-11-07 01:40:26.760000+00:00,"7 km S of Léogâne, Haiti",earthquake,,,,1.0,reviewed,us,us," Léogâne, Haiti",7.0,Léogâne,Haiti
2010-01-12 22:07:02.040000+00:00,18.463,-72.626,10.0,5.0,mb,32.0,84.1,,1.05,us,usp000h60k,2014-11-07 01:40:26.757000+00:00,"5 km S of Léogâne, Haiti",earthquake,,,,4.0,reviewed,us,us," Léogâne, Haiti",5.0,Léogâne,Haiti
2010-01-12 22:00:41.490000+00:00,18.387,-72.784,10.0,6.0,mwc,196.0,24.1,,0.84,us,usp000h60j,2022-05-02 21:33:18.940000+00:00,"4 km SSW of Grangwav, Haiti",earthquake,,,,,reviewed,us,gcmt," Grangwav, Haiti",4.0,Grangwav,Haiti
2010-01-12 21:53:10.060000+00:00,18.443,-72.571,13.0,7.0,mwc,500.0,22.7,,0.97,us,usp000h60h,2022-07-16 00:02:50.308000+00:00,"10 km SE of Léogâne, Haiti",earthquake,,,,,reviewed,us,us," Léogâne, Haiti",10.0,Léogâne,Haiti
